"removal_step","Kingdom","Phylum","Class","Order","Family","Genus","asvs","raw_reads"
"prevalence_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae UCG-003",3,146
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia",6,146
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Aliihoeflea",1,145
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea",4,144
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",6,144
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria",11,144
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",5,143
"prevalence_filter","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peregrinibacteria",,,2,142
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Pedomicrobium",7,142
"prevalence_filter","Bacteria","Actinomycetota","Acidimicrobiia","Actinomarinales",,,6,142
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Anoxybacillus",4,141
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",5,141
"prevalence_filter","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","WWH38",,5,141
"prevalence_filter","Archaea","Thermoproteota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus",7,140
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Actinomycetales","Actinomycetaceae","Schaalia",11,140
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",,11,139
"prevalence_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Thomasclavelia",6,138
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",7,138
"prevalence_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dubosiella",10,138
"prevalence_filter","Bacteria","Cyanobacteriota","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae",,4,136
"prevalence_filter","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella",11,136
"prevalence_filter","Bacteria","Chloroflexota","AD3",,,,7,135
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",,6,133
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella",7,133
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","0319-7L14",,,3,131
"prevalence_filter","Bacteria","Bacillota","Bacilli",,,,16,131
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214 group",5,130
"prevalence_filter","Bacteria","Bacillota","Bacilli","Staphylococcales","Gemellaceae","Gemella",6,130
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Albimonas",3,128
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7",7,128
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",3,126
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","KF-JG30-C25",,,4,124
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",1,123
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",3,123
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",10,123
"prevalence_filter","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8",,7,122
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",1,121
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",3,120
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Gemmobacter",4,120
"prevalence_filter","Bacteria","NB1-j",,,,,2,119
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",4,119
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","Agathobaculum",9,118
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter",2,117
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Klenkia",3,117
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae",,4,117
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia",4,117
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes",5,117
"prevalence_filter","Bacteria","Patescibacteria","Parcubacteria",,,,6,116
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","SM2D12",,4,116
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","DTU089",2,115
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",2,115
"prevalence_filter","Bacteria","Dependentiae","Babeliae","Babeliales",,,7,115
"prevalence_filter","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",7,115
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella",1,113
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",8,113
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",4,112
"prevalence_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Caminicella",2,112
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Beggiatoales","Leucotrichaceae",,3,111
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","KI89A clade",,1,110
"prevalence_filter","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter",9,110
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",8,110
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae",,7,110
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales",,,12,109
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis",,6,108
"prevalence_filter","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",6,108
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae",,13,107
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas",4,107
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia",,,,9,107
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus",1,106
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Commensalibacter",3,106
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",6,106
"prevalence_filter","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila",13,106
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Nemorincola",4,105
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum",6,105
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae",,3,104
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methyloligellaceae",,5,104
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas",1,103
"prevalence_filter","Bacteria","Patescibacteria","Gracilibacteria",,,,2,103
"prevalence_filter","Bacteria","RCP2-54",,,,,4,101
"prevalence_filter","Bacteria","Chloroflexota","Gitt-GS-136",,,,3,100
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",,4,100
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",3,100
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruthenibacterium",11,100
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",3,99
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)","Terracidiphilus",1,98
"prevalence_filter","Bacteria","Myxococcota","Polyangiia","Polyangiales","Phaselicystaceae","Phaselicystis",3,98
"prevalence_filter","Bacteria","Bacillota","Clostridia","Peptococcales","Peptococcaceae",,1,97
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","Candidatus Planktophila",1,97
"prevalence_filter","Bacteria","Ignavibacteriota","Ignavibacteria","Ignavibacteriales","PHOS-HE36",,3,95
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Methylacidiphilales","Methylacidiphilaceae",,5,95
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",3,95
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus",3,94
"prevalence_filter","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",5,94
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","KF-JG30-B3",,5,94
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus",4,94
"prevalence_filter","Bacteria","Gemmatimonadota","Longimicrobiia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147",1,93
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",4,92
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter",5,92
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Rhodoplanes",6,92
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylococcaceae",,1,91
"prevalence_filter","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7x",3,91
"prevalence_filter","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",8,91
"prevalence_filter","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Cystobacter",1,90
"prevalence_filter","Bacteria","Gemmatimonadota","Longimicrobiia","Longimicrobiales","Longimicrobiaceae",,3,90
"prevalence_filter","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea",2,90
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Litorimicrobium",2,90
"prevalence_filter","Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",2,90
"prevalence_filter","Bacteria","Cyanobacteriota","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",7,90
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria",3,89
"prevalence_filter","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",,10,88
"prevalence_filter","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a",3,87
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Puniceispirillales","SAR116 clade",,6,87
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dyella",3,87
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43 clade",6,87
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",6,87
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Pannonibacter",2,86
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group",2,86
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Rubritalea",5,86
"prevalence_filter","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales",,,5,86
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Marinicella",2,85
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Tepidimonas",3,85
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","Pseudohongiella",4,85
"prevalence_filter","Bacteria","Myxococcota","Polyangiia","Polyangiales","Polyangiaceae","Aetherobacter",2,85
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae",,3,85
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",4,85
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Psychrobium",2,83
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae","Pedococcus-Phycicoccus",3,83
"prevalence_filter","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",,,5,83
"prevalence_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae",,7,83
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Amnibacterium",3,83
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Pelagibacterales","Clade II",,4,82
"prevalence_filter","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Thermosporothrix",2,81
"prevalence_filter","Bacteria","Cyanobacteriota","Cyanobacteriia",,,,3,81
"prevalence_filter","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema",5,81
"prevalence_filter","Bacteria","Chloroflexota","Anaerolineae",,,,3,81
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] ventriosum group",5,80
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales",,,5,80
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001",8,80
"prevalence_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Filifactor",3,79
"prevalence_filter","Bacteria","Pseudomonadota",,,,,11,79
"prevalence_filter","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Iamiaceae","Aquihabitans",3,78
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",,4,78
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthya",2,77
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",5,77
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Arenicellales","Arenicellaceae","HTCC5015",3,76
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Pelagibacterales","Clade III",,1,75
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caldimonas",1,75
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","LD29",1,75
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",,5,75
"prevalence_filter","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II",,,7,75
"prevalence_filter","Bacteria","Bacillota","Clostridia","Clostridia UCG-014",,,8,75
"prevalence_filter","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",,7,75
"prevalence_filter","Bacteria","Myxococcota","Polyangiia","Nannocystales","Nannocystaceae",,1,74
"prevalence_filter","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae",,5,74
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Tahibacter",5,74
"prevalence_filter","Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae",,7,74
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Labraceae","Labrys",2,73
